Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2019,March,Horsham,Hindmarsh,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,24,80.4,423.4
2019,March,Horsham,Hindmarsh,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,3,10.1,52.9
2019,March,Horsham,Hindmarsh,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,7,23.5,123.5
2019,March,Horsham,Hindmarsh,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2,6.7,35.3
2019,March,Horsham,Hindmarsh,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,1,3.4,17.6
2019,March,Horsham,Horsham,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,78,261.3,386.1
2019,March,Horsham,Horsham,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,63,211.1,311.9
2019,March,Horsham,Horsham,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",15,50.3,74.3
2019,March,Horsham,Horsham,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,75,251.3,371.3
2019,March,Horsham,Horsham,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,67,224.5,331.7
2019,March,Horsham,Horsham,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,87,291.5,430.7
2019,March,Horsham,Horsham,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,3.4,5.0
2019,March,Horsham,Horsham,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,3.4,5.0
2019,March,Horsham,Horsham,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1,3.4,5.0
2019,March,Horsham,Horsham,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,1,3.4,5.0
2019,March,Horsham,Horsham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,4,13.4,19.8
2019,March,Horsham,Horsham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,9,30.2,44.6
2019,March,Horsham,Horsham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,6,20.1,29.7
2019,March,Horsham,Horsham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,3,10.1,14.9
2019,March,Horsham,Horsham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,16,53.6,79.2
2019,March,Horsham,Horsham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,25,83.8,123.8
2019,March,Horsham,Horsham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,9,30.2,44.6
2019,March,Horsham,Horsham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,14,46.9,69.3
2019,March,Horsham,Horsham,B Property and deception offences,B10 Arson,B11 Cause damage by fire,7,23.5,34.7
2019,March,Horsham,Horsham,B Property and deception offences,B10 Arson,B12 Cause a bushfire,1,3.4,5.0
2019,March,Horsham,Horsham,B Property and deception offences,B10 Arson,B19 Other fire related offences,4,13.4,19.8
2019,March,Horsham,Horsham,B Property and deception offences,B20 Property damage,B21 Criminal damage,157,526.0,777.2
2019,March,Horsham,Horsham,B Property and deception offences,B20 Property damage,B22 Graffiti,13,43.6,64.4
2019,March,Horsham,Horsham,B Property and deception offences,B20 Property damage,B29 Other property damage offences,2,6.7,9.9
2019,March,Horsham,Horsham,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,13,43.6,64.4
2019,March,Horsham,Horsham,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,56,187.6,277.2
2019,March,Horsham,Horsham,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,14,46.9,69.3
2019,March,Horsham,Horsham,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,15,50.3,74.3
2019,March,Horsham,Horsham,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,76,254.6,376.2
2019,March,Horsham,Horsham,B Property and deception offences,B40 Theft,B43 Steal from a retail store,67,224.5,331.7
2019,March,Horsham,Horsham,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,15,50.3,74.3
2019,March,Horsham,Horsham,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,47,157.5,232.7
2019,March,Horsham,Horsham,B Property and deception offences,B40 Theft,B49 Other theft,414,"1,387.1","2,049.5"
2019,March,Horsham,Horsham,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,6,20.1,29.7
2019,March,Horsham,Horsham,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,241,807.5,"1,193.1"
2019,March,Horsham,Horsham,B Property and deception offences,B50 Deception,B54 State false information,2,6.7,9.9
2019,March,Horsham,Horsham,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,37,124.0,183.2
2019,March,Horsham,Horsham,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,6,20.1,29.7
2019,March,Horsham,Horsham,C Drug offences,C30 Drug use and possession,C31 Drug use,15,50.3,74.3
2019,March,Horsham,Horsham,C Drug offences,C30 Drug use and possession,C32 Drug possession,114,381.9,564.4
2019,March,Horsham,Horsham,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,66,221.1,326.7
2019,March,Horsham,Horsham,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,30,100.5,148.5
2019,March,Horsham,Horsham,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,3,10.1,14.9
2019,March,Horsham,Horsham,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,40,134.0,198.0
2019,March,Horsham,Horsham,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,27,90.5,133.7
2019,March,Horsham,Horsham,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,10,33.5,49.5
2019,March,Horsham,Horsham,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,14,46.9,69.3
2019,March,Horsham,Horsham,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,3.4,5.0
2019,March,Horsham,Horsham,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,11,36.9,54.5
2019,March,Horsham,Horsham,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,1,3.4,5.0
2019,March,Horsham,Horsham,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2,6.7,9.9
2019,March,Horsham,Horsham,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,35,117.3,173.3
2019,March,Horsham,Horsham,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,3,10.1,14.9
2019,March,Horsham,Horsham,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,21,70.4,104.0
2019,March,Horsham,Horsham,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,200,670.1,990.1
2019,March,Horsham,Horsham,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,413,"1,383.7","2,044.6"
2019,March,Horsham,Horsham,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,31,103.9,153.5
2019,March,Horsham,Horsham,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,129,432.2,638.6
2019,March,Horsham,Horsham,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,12,40.2,59.4
2019,March,Horsham,Horsham,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,2,6.7,9.9
2019,March,Horsham,Horsham,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,2,6.7,9.9
2019,March,Horsham,Horsham,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,1,3.4,5.0
2019,March,Horsham,Horsham,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,1,3.4,5.0
2019,March,Horsham,Horsham,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,1,3.4,5.0
2019,March,Horsham,Horsham,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,1,3.4,5.0
2019,March,Horsham,Horsham,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,2,6.7,9.9
2019,March,Horsham,West Wimmera,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,3,10.1,75.4
2019,March,Horsham,West Wimmera,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,4,13.4,100.5
2019,March,Horsham,West Wimmera,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",4,13.4,100.5
2019,March,Horsham,West Wimmera,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,10,33.5,251.3
2019,March,Horsham,West Wimmera,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2,6.7,50.3
2019,March,Horsham,West Wimmera,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,12,40.2,301.6
2019,March,Horsham,West Wimmera,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,2,6.7,50.3
2019,March,Horsham,West Wimmera,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,2,6.7,50.3
2019,March,Horsham,West Wimmera,B Property and deception offences,B10 Arson,B11 Cause damage by fire,3,10.1,75.4
2019,March,Horsham,West Wimmera,B Property and deception offences,B10 Arson,B19 Other fire related offences,3,10.1,75.4
2019,March,Horsham,West Wimmera,B Property and deception offences,B20 Property damage,B21 Criminal damage,9,30.2,226.2
2019,March,Horsham,West Wimmera,B Property and deception offences,B20 Property damage,B29 Other property damage offences,1,3.4,25.1
2019,March,Horsham,West Wimmera,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,3,10.1,75.4
2019,March,Horsham,West Wimmera,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,10,33.5,251.3
2019,March,Horsham,West Wimmera,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,11,36.9,276.5
2019,March,Horsham,West Wimmera,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,3,10.1,75.4
2019,March,Horsham,West Wimmera,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,2,6.7,50.3
2019,March,Horsham,West Wimmera,B Property and deception offences,B40 Theft,B49 Other theft,15,50.3,377.0
2019,March,Horsham,West Wimmera,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,3,10.1,75.4
2019,March,Horsham,West Wimmera,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,2,6.7,50.3
2019,March,Horsham,West Wimmera,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,2,6.7,50.3
2019,March,Horsham,West Wimmera,C Drug offences,C30 Drug use and possession,C31 Drug use,1,3.4,25.1
2019,March,Horsham,West Wimmera,C Drug offences,C30 Drug use and possession,C32 Drug possession,16,53.6,402.1
2019,March,Horsham,West Wimmera,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,2,6.7,50.3
2019,March,Horsham,West Wimmera,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,6,20.1,150.8
2019,March,Horsham,West Wimmera,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,1,3.4,25.1
2019,March,Horsham,West Wimmera,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,7,23.5,175.9
2019,March,Horsham,West Wimmera,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2,6.7,50.3
2019,March,Horsham,West Wimmera,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,15,50.3,377.0
2019,March,Horsham,West Wimmera,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,3,10.1,75.4
2019,March,Horsham,West Wimmera,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,1,3.4,25.1
2019,March,Hume,Hume,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,8,3.4,3.4
2019,March,Hume,Hume,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,316,134.3,134.3
2019,March,Hume,Hume,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,274,116.4,116.4
2019,March,Hume,Hume,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",78,33.1,33.1
2019,March,Hume,Hume,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,694,294.9,294.9
2019,March,Hume,Hume,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,411,174.6,174.6
2019,March,Hume,Hume,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,548,232.8,232.8
2019,March,Hume,Hume,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,12,5.1,5.1
2019,March,Hume,Hume,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,35,14.9,14.9
2019,March,Hume,Hume,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,96,40.8,40.8
2019,March,Hume,Hume,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,16,6.8,6.8
2019,March,Hume,Hume,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,11,4.7,4.7
2019,March,Hume,Hume,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,10,4.2,4.2
2019,March,Hume,Hume,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,68,28.9,28.9
2019,March,Hume,Hume,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,24,10.2,10.2
2019,March,Hume,Hume,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,97,41.2,41.2
2019,March,Hume,Hume,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,33,14.0,14.0
2019,March,Hume,Hume,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,235,99.8,99.8
2019,March,Hume,Hume,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,114,48.4,48.4
